gameweek,matchId,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,handBall,attLfTarget,bigChanceScored,ballRecovery,savedObox,attIboxBlocked,expectedGoalsOnTarget,accurateLongBalls,totalClearance,attObxCentre,attLfTotal,attemptsIbox,saves,attLfGoal,attRfTarget,fwdPass,attGoalLowCentre,accurateCross,wonContest,goals,fouledFinalThird,totalAttAssist,accuratePullBack,ontargetScoringAtt,rightsidePass,possLostAll,duelWon,totalScoringAtt,attOboxBlocked,aerialLost,attIboxTarget,shotFastbreak,attBxRight,goalAssistOpenplay,attSvLowCentre,attMissLeft,totalCross,wonTackle,effectiveClearance,totalCornersIntobox,totalLayoffs,totalChippedPass,attOneOnOne,expectedGoalsOnTargetConceded,accurateFwdZonePass,attMissHighRight,cleanSheet,yellowCard,totalFinalThirdPasses,fkFoulLost,divingSave,totalFastbreak,midfielderGoals,attSvLowLeft,freekickCross,passesLeft,passesRight,ontargetAttAssist,backwardPass,attMissRight,totalCrossNocorner,putThrough,attemptsObox,crosses18yardplus,attOboxMiss,possLostCtrl,bigChanceCreated,attemptsConcededIbox,leftsidePass,touches,attAssistOpenplay,totalFlickOn,touchesInOppBox,interception,successfulOpenPlayPass,possWonDef3rd,accurateLaunches,headClearance,goalAssist,totalYelCard,outfielderBlock,offtargetAttAssist,expectedAssists,totalThrows,openPlayPass,finalThirdEntries,accurateThroughBall,errorLeadToShot,fastestPlayer_playerId,attBxCentre,accurateBackZonePass,bigChanceMissed,crosses18yard,sixYardBlock,totalBackZonePass,attemptedTackleFoul,totalPullBack,blockedPass,goalKicks,duelLost,attCmissHigh,totalThroughBall,accurateKeeperThrows,goalsOpenplay,unsuccessfulTouch,attemptsConcededObox,accurateGoalKicks,attMissHigh,totalLongBalls,accuratePass,fkFoulWon,challengeLost,totalLaunches,attCorner,longPassOwnToOpp,attFastbreak,attGoalHighLeft,attCmissLeft,redCard,lostCorners,savedIbox,attIboxGoal,accurateFlickOn,totalRedCard,accurateCrossNocorner,goalAssistIntentional,attHdTotal,possessionPercentage,accurateThrows,attHdMiss,possWonAtt3rd,keeperThrows,blockedScoringAtt,longPassOwnToOppSuccess,cornerTaken,totalPass,interceptionWon,dispossessed,accurateChippedPass,shotOffTarget,penAreaEntries,accurateCornersIntobox,attIboxMiss,totalFwdZonePass,attRfTotal,accurateLayoffs,aerialWon,successfulFinalThirdPasses,possWonMid3rd,forwardGoals,effectiveBlockedCross,effectiveHeadClearance,totalTackle,attOpenplay,subsMade,totalContest,expectedGoals,blockedCross,successfulPutThrough,wonCorners,attGoalLowLeft,attFreekickTotal,goalFastbreak,freekickTotal,attHdTarget,hitWoodwork,attMissHighLeft,totalOffside,attCmissHighLeft,attAssistSetplay,attSvLowRight,punches,overrun,attCmissHighRight,attBxLeft,attFreekickMiss,attGoalLowRight,attCmissRight,accurateKeeperSweeper,goodHighClaim,interceptionsInBox,contentiousDecision,totalKeeperSweeper,fastestPlayer_topSpeed,totalDistance,attRfGoal,totalHighClaim,attHdGoal,goalsConcededObox,postScoringAtt,attIboxPost,attOboxTarget,attPostLeft,goalsConceded,accurateFreekickCross,attSetpiece,attSvHighCentre,attPostRight,goalAssistSetplay,penaltyWon,defenderGoals,attPenGoal,attFreekickTarget,shieldBallOop,goalsConcededIbox,errorLeadToGoal,attLgCentre,ptsGainedLosingPos,attObxLeft,attOboxGoal,attGoalHighCentre,penaltySave,attSvHighLeft,penaltyConceded,penaltyFaced,attOboxPost,attGoalHighRight,ptsDroppedWinningPos,subsGoals,attPostHigh,attHdPost,goalAssistDeadball,secondYellow,attObpGoal,attSvHighRight,clearanceOffLine,expectedGoalsFreekick,attFreekickPost,attObxdRight,ownGoals,attIboxOwnGoal,penGoalsConceded
26,2444727,2025-02-23 16:30:00,"Etihad Stadium, Manchester",52803,Away,Liverpool,Manchester City,2,0,W,2,0,0,0,1.0,1.0,,49.0,3.0,1.0,1.3782,18.0,34.0,2.0,3.0,6.0,5.0,2.0,1.0,103.0,1.0,2.0,6.0,2.0,,6.0,1.0,4.0,110.0,91.0,35.0,8.0,1.0,4.0,1.0,,,1.0,,1.0,7.0,13.0,34.0,4.0,3.0,32.0,,0.4069,88.0,1.0,1.0,0.0,67.0,10.0,1.0,,1.0,1.0,,32.0,30.0,5.0,52.0,,3.0,17.0,2.0,1.0,,91.0,1.0,6.0,67.0,491.0,3.0,2.0,27.0,4.0,252.0,24.0,2.0,15.0,2.0,0.0,8.0,1.0,0.60887,6.0,313.0,26.0,1.0,,118748,5.0,182.0,1.0,2.0,,206.0,4.0,4.0,10.0,10.0,41.0,,1.0,7.0,1.0,11.0,10.0,10.0,,45.0,268.0,3.0,23.0,18.0,3.0,44.0,,,,0.0,7.0,2.0,2.0,1.0,0.0,,2.0,1.0,33.7,5.0,1.0,2.0,7.0,2.0,18.0,5.0,332.0,4.0,3.0,20.0,2.0,13.0,2.0,2.0,133.0,4.0,3.0,4.0,43.0,12.0,1.0,2.0,15.0,22.0,5.0,5.0,8.0,0.7086,2.0,10.0,5.0,,,,,,,,4.0,,1.0,,1.0,1.0,,1.0,,,,,1.0,2.0,1.0,,33.03,109399.8,,1.0,,,,,1.0,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,
27,2444738,2025-02-26 20:15:00,"Anfield, Liverpool",60374,Home,Liverpool,Newcastle United,2,0,W,1,0,0,0,,1.0,,44.0,,2.0,1.0884,39.0,23.0,3.0,5.0,9.0,1.0,1.0,,176.0,1.0,,8.0,2.0,,13.0,1.0,3.0,159.0,108.0,53.0,12.0,2.0,5.0,1.0,3.0,2.0,2.0,,2.0,4.0,15.0,23.0,2.0,13.0,29.0,,,277.0,1.0,1.0,0.0,158.0,12.0,1.0,4.0,2.0,1.0,1.0,97.0,83.0,7.0,112.0,1.0,2.0,14.0,3.0,,1.0,108.0,2.0,2.0,147.0,775.0,10.0,3.0,30.0,10.0,513.0,14.0,3.0,9.0,2.0,0.0,1.0,5.0,0.739683,20.0,572.0,82.0,,,204716,5.0,256.0,2.0,1.0,,270.0,4.0,1.0,3.0,7.0,43.0,,,5.0,2.0,20.0,1.0,7.0,1.0,59.0,533.0,11.0,7.0,14.0,,72.0,3.0,1.0,2.0,0.0,2.0,,2.0,1.0,0.0,,2.0,,61.2,17.0,,6.0,5.0,4.0,52.0,4.0,594.0,10.0,6.0,18.0,5.0,14.0,,4.0,328.0,7.0,12.0,9.0,122.0,16.0,,1.0,9.0,25.0,12.0,5.0,22.0,1.6995,1.0,3.0,4.0,,,1.0,,,,,,,,,,,,1.0,,,1.0,1.0,,2.0,,1.0,32.93,106340.61,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,2444744,2025-03-08 15:00:00,"Anfield, Liverpool",60399,Home,Liverpool,Southampton,3,1,W,0,1,0,0,1.0,2.0,3.0,52.0,1.0,6.0,3.3018,23.0,10.0,5.0,14.0,23.0,3.0,2.0,2.0,179.0,1.0,6.0,18.0,3.0,3.0,22.0,2.0,7.0,193.0,116.0,46.0,28.0,2.0,9.0,4.0,2.0,4.0,1.0,3.0,6.0,20.0,15.0,10.0,5.0,10.0,33.0,,0.3604,371.0,1.0,,0.0,230.0,10.0,2.0,2.0,,,,111.0,97.0,11.0,99.0,3.0,15.0,9.0,5.0,5.0,3.0,116.0,5.0,3.0,184.0,857.0,21.0,4.0,59.0,10.0,578.0,18.0,1.0,5.0,1.0,2.0,2.0,11.0,1.60594,21.0,638.0,71.0,1.0,,118748,13.0,228.0,5.0,10.0,,235.0,4.0,3.0,3.0,5.0,52.0,,2.0,4.0,1.0,17.0,3.0,4.0,2.0,38.0,593.0,6.0,13.0,5.0,5.0,74.0,2.0,1.0,1.0,0.0,4.0,2.0,3.0,1.0,0.0,5.0,1.0,3.0,71.2,20.0,3.0,4.0,4.0,8.0,59.0,6.0,655.0,10.0,9.0,15.0,13.0,39.0,1.0,10.0,440.0,11.0,10.0,3.0,188.0,23.0,3.0,,5.0,19.0,21.0,6.0,30.0,4.1176,,3.0,6.0,,,,,,,1.0,,,,,,1.0,,4.0,,,1.0,1.0,,1.0,1.0,1.0,34.89,106468.67,1.0,,,,,,,,1.0,,,1.0,,,2.0,,2.0,,1.0,1.0,2.0,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
29,2444752,2025-02-19 19:30:00,"Villa Park, Birmingham",41910,Away,Liverpool,Aston Villa,2,2,D,1,2,0,0,,,1.0,39.0,2.0,3.0,1.398,25.0,24.0,3.0,4.0,14.0,1.0,1.0,1.0,111.0,1.0,3.0,7.0,2.0,1.0,16.0,,3.0,119.0,120.0,44.0,17.0,1.0,12.0,1.0,1.0,1.0,2.0,,3.0,20.0,11.0,24.0,7.0,4.0,29.0,1.0,1.584,181.0,,,0.0,124.0,6.0,1.0,2.0,1.0,,,55.0,43.0,7.0,59.0,2.0,13.0,25.0,3.0,7.0,1.0,120.0,3.0,5.0,118.0,594.0,14.0,2.0,44.0,8.0,319.0,13.0,3.0,10.0,2.0,0.0,3.0,9.0,1.94428,16.0,384.0,47.0,3.0,,118748,11.0,162.0,2.0,6.0,1.0,185.0,4.0,1.0,9.0,6.0,53.0,,6.0,3.0,2.0,9.0,4.0,4.0,2.0,43.0,340.0,8.0,13.0,13.0,2.0,39.0,1.0,,1.0,0.0,6.0,,2.0,,0.0,2.0,2.0,3.0,47.7,14.0,3.0,6.0,3.0,4.0,26.0,8.0,407.0,8.0,8.0,18.0,10.0,33.0,1.0,8.0,242.0,10.0,4.0,13.0,91.0,15.0,,3.0,10.0,16.0,15.0,4.0,21.0,2.505,3.0,9.0,8.0,,,1.0,,,1.0,2.0,2.0,,,,2.0,1.0,,1.0,,,,,1.0,1.0,,1.0,33.02,103817.12,1.0,1.0,,,1.0,,,,2.0,,,1.0,,,,1.0,,,1.0,2.0,,,1.0,,,1.0,,,,,1.0,,2.0,,1.0,,,,,,1.0,,,,,,
30,2444766,2025-04-02 20:00:00,"Anfield, Liverpool",60331,Home,Liverpool,Everton,1,0,W,0,0,0,0,,,,43.0,,6.0,0.2695,36.0,18.0,6.0,2.0,11.0,,,1.0,192.0,1.0,4.0,10.0,1.0,1.0,13.0,,3.0,150.0,142.0,49.0,17.0,3.0,24.0,1.0,,1.0,1.0,2.0,,30.0,5.0,18.0,11.0,9.0,25.0,,,359.0,1.0,1.0,0.0,236.0,7.0,,,,,,84.0,100.0,11.0,104.0,2.0,19.0,18.0,6.0,8.0,2.0,142.0,1.0,3.0,163.0,808.0,11.0,2.0,34.0,8.0,518.0,8.0,5.0,10.0,1.0,2.0,3.0,2.0,1.07384,22.0,590.0,95.0,,,447203,4.0,177.0,1.0,11.0,1.0,191.0,2.0,2.0,4.0,4.0,51.0,,1.0,7.0,1.0,17.0,2.0,3.0,1.0,62.0,532.0,11.0,3.0,20.0,1.0,78.0,,,,0.0,5.0,,1.0,1.0,0.0,3.0,1.0,2.0,73.9,20.0,1.0,3.0,7.0,9.0,53.0,11.0,609.0,8.0,9.0,12.0,5.0,41.0,1.0,3.0,448.0,13.0,9.0,15.0,195.0,25.0,1.0,4.0,10.0,14.0,15.0,3.0,18.0,1.4678,4.0,4.0,11.0,,1.0,,1.0,1.0,,1.0,2.0,,1.0,,1.0,1.0,1.0,4.0,1.0,,,,1.0,,,,33.21,105245.2,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0634,,,,,
31,2444774,2025-04-06 14:00:00,"Craven Cottage, London",27770,Away,Liverpool,Fulham,2,3,L,1,3,0,0,1.0,,1.0,59.0,2.0,1.0,2.0156,14.0,22.0,4.0,3.0,10.0,3.0,,3.0,161.0,,4.0,4.0,2.0,2.0,11.0,,6.0,152.0,159.0,42.0,14.0,2.0,21.0,4.0,,3.0,2.0,1.0,1.0,19.0,7.0,22.0,4.0,3.0,34.0,1.0,1.3425,218.0,,,0.0,144.0,9.0,2.0,,1.0,3.0,1.0,53.0,70.0,7.0,81.0,,15.0,20.0,4.0,5.0,1.0,159.0,2.0,8.0,162.0,766.0,8.0,3.0,29.0,7.0,447.0,18.0,4.0,13.0,2.0,0.0,2.0,4.0,0.79113,29.0,536.0,59.0,,2.0,122798,6.0,252.0,2.0,9.0,,273.0,4.0,1.0,10.0,5.0,61.0,,3.0,5.0,2.0,20.0,4.0,5.0,2.0,43.0,466.0,10.0,7.0,19.0,2.0,56.0,,1.0,,0.0,4.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,62.1,27.0,,2.0,5.0,3.0,28.0,4.0,556.0,7.0,12.0,10.0,5.0,38.0,2.0,3.0,302.0,9.0,1.0,12.0,99.0,33.0,,1.0,13.0,16.0,11.0,5.0,17.0,1.499,1.0,10.0,4.0,1.0,,,,1.0,1.0,1.0,3.0,,1.0,,1.0,4.0,,1.0,,,,,1.0,,,,31.96,109121.04,2.0,1.0,,,1.0,1.0,,,3.0,,1.0,,,,,,,,,3.0,2.0,,,,1.0,,,,,,,,3.0,1.0,1.0,,,,,,,,,,,,
32,2444784,2025-04-13 14:00:00,"Anfield, Liverpool",60376,Home,Liverpool,West Ham United,2,1,W,1,0,0,0,,1.0,1.0,35.0,,4.0,1.7243,25.0,17.0,3.0,2.0,11.0,4.0,,3.0,163.0,1.0,5.0,6.0,2.0,1.0,12.0,,6.0,132.0,115.0,43.0,15.0,1.0,12.0,2.0,,3.0,1.0,2.0,2.0,21.0,11.0,17.0,10.0,2.0,28.0,,0.5894,263.0,,,0.0,174.0,15.0,1.0,,1.0,,1.0,78.0,90.0,9.0,64.0,,11.0,11.0,4.0,6.0,,115.0,2.0,11.0,139.0,656.0,9.0,4.0,37.0,4.0,409.0,9.0,1.0,9.0,2.0,0.0,1.0,3.0,1.63771,13.0,475.0,68.0,,1.0,122798,6.0,167.0,1.0,4.0,2.0,175.0,8.0,1.0,5.0,9.0,47.0,1.0,1.0,2.0,1.0,9.0,1.0,7.0,1.0,50.0,425.0,8.0,10.0,14.0,4.0,64.0,,,1.0,0.0,3.0,4.0,2.0,4.0,0.0,3.0,2.0,5.0,55.2,11.0,2.0,5.0,2.0,5.0,40.0,10.0,498.0,4.0,3.0,15.0,4.0,48.0,2.0,3.0,344.0,8.0,2.0,11.0,123.0,17.0,,1.0,9.0,18.0,10.0,5.0,13.0,1.7771,1.0,5.0,10.0,,1.0,,1.0,,2.0,,5.0,,1.0,2.0,1.0,,,1.0,,1.0,,1.0,1.0,,,1.0,33.21,106554.28,1.0,1.0,1.0,,1.0,,2.0,,1.0,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,1.0,,1.0,,,,,0.0612,1.0,1.0,1.0,1.0,
33,2444796,2025-04-20 16:30:00,"King Power Stadium, Leicester",30402,Away,Liverpool,Leicester City,1,0,W,0,0,0,0,,2.0,,49.0,,5.0,0.5294,20.0,22.0,4.0,10.0,24.0,,1.0,4.0,174.0,1.0,11.0,10.0,1.0,4.0,20.0,1.0,10.0,137.0,127.0,54.0,28.0,1.0,15.0,7.0,3.0,1.0,,6.0,3.0,33.0,12.0,22.0,12.0,2.0,30.0,,,260.0,,1.0,0.0,184.0,7.0,,3.0,,2.0,3.0,82.0,63.0,11.0,66.0,2.0,21.0,9.0,4.0,8.0,1.0,127.0,6.0,3.0,126.0,713.0,16.0,3.0,48.0,10.0,422.0,18.0,3.0,13.0,,2.0,1.0,9.0,1.9635,20.0,487.0,72.0,1.0,,118748,15.0,186.0,10.0,10.0,,199.0,3.0,3.0,5.0,5.0,41.0,3.0,1.0,4.0,,14.0,2.0,3.0,4.0,44.0,435.0,11.0,2.0,13.0,9.0,63.0,3.0,,1.0,0.0,1.0,,1.0,1.0,0.0,6.0,,8.0,58.3,17.0,3.0,2.0,4.0,6.0,39.0,13.0,503.0,10.0,9.0,13.0,12.0,52.0,5.0,8.0,337.0,10.0,2.0,18.0,145.0,25.0,,,13.0,16.0,18.0,4.0,18.0,2.5742,,5.0,13.0,,1.0,,1.0,3.0,3.0,,2.0,,4.0,1.0,,1.0,,2.0,,,1.0,,1.0,,,,32.75,109270.8,,1.0,,,3.0,3.0,2.0,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,0.0196,,,,,
34,2444804,2025-04-27 16:30:00,"Anfield, Liverpool",60415,Home,Liverpool,Tottenham Hotspur,5,1,W,3,1,0,0,,3.0,1.0,51.0,1.0,6.0,2.7,18.0,19.0,8.0,12.0,16.0,2.0,2.0,1.0,156.0,,2.0,6.0,5.0,3.0,20.0,1.0,8.0,147.0,114.0,43.0,25.0,3.0,9.0,3.0,3.0,4.0,3.0,2.0,4.0,17.0,13.0,19.0,6.0,8.0,26.0,,0.8877,201.0,,,0.0,125.0,16.0,,4.0,3.0,1.0,,58.0,56.0,14.0,82.0,2.0,11.0,21.0,9.0,5.0,4.0,114.0,2.0,4.0,130.0,695.0,14.0,3.0,37.0,6.0,425.0,18.0,1.0,10.0,3.0,2.0,2.0,6.0,1.9589,14.0,494.0,51.0,2.0,1.0,447203,10.0,244.0,1.0,6.0,,268.0,5.0,1.0,11.0,5.0,44.0,,3.0,4.0,3.0,12.0,4.0,4.0,1.0,40.0,443.0,9.0,8.0,12.0,8.0,57.0,3.0,,3.0,0.0,2.0,1.0,4.0,1.0,0.0,1.0,1.0,1.0,61.5,13.0,1.0,8.0,4.0,9.0,33.0,8.0,515.0,6.0,8.0,11.0,8.0,20.0,1.0,4.0,264.0,12.0,7.0,9.0,98.0,19.0,1.0,1.0,10.0,19.0,15.0,5.0,10.0,2.2772,1.0,11.0,8.0,2.0,,1.0,,,,1.0,1.0,1.0,3.0,1.0,,1.0,,1.0,,1.0,,,1.0,,1.0,,33.89,103170.2,2.0,1.0,,,,,1.0,,1.0,,2.0,,,,,,,,,1.0,,1.0,3.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,
35,2444814,2025-05-04 16:30:00,"Stamford Bridge, London",39829,Away,Liverpool,Chelsea,1,3,L,0,1,0,0,,,1.0,49.0,1.0,2.0,0.2312,17.0,11.0,2.0,2.0,9.0,5.0,,1.0,184.0,1.0,7.0,9.0,1.0,4.0,9.0,,2.0,191.0,121.0,32.0,11.0,2.0,8.0,1.0,,1.0,,1.0,2.0,22.0,7.0,11.0,6.0,8.0,31.0,,2.8971,263.0,,,0.0,157.0,11.0,3.0,,,,1.0,70.0,61.0,5.0,75.0,2.0,16.0,20.0,2.0,10.0,,121.0,3.0,15.0,195.0,824.0,4.0,5.0,34.0,4.0,546.0,19.0,2.0,3.0,1.0,2.0,5.0,4.0,1.3217,24.0,617.0,59.0,1.0,2.0,492777,7.0,317.0,2.0,5.0,,339.0,7.0,2.0,6.0,8.0,47.0,,3.0,9.0,,11.0,3.0,8.0,,39.0,573.0,10.0,9.0,10.0,3.0,60.0,,,1.0,0.0,3.0,4.0,1.0,,0.0,4.0,1.0,6.0,64.8,22.0,4.0,5.0,9.0,4.0,42.0,6.0,645.0,4.0,10.0,13.0,5.0,34.0,3.0,5.0,328.0,3.0,8.0,4.0,116.0,15.0,,,3.0,9.0,6.0,5.0,18.0,1.049,,6.0,6.0,,1.0,,1.0,,,1.0,,1.0,4.0,1.0,,2.0,,1.0,,,,3.0,,1.0,,3.0,33.32,108388.01,,,1.0,,,,,,3.0,1.0,1.0,,,1.0,,1.0,,,,3.0,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,1.0,0.0675,,,1.0,1.0,1.0
36,2444823,2025-05-11 16:30:00,"Anfield, Liverpool",60324,Home,Liverpool,Arsenal,2,2,D,2,0,0,1,,,2.0,57.0,2.0,,2.7008,17.0,16.0,4.0,5.0,10.0,4.0,1.0,3.0,122.0,1.0,2.0,2.0,2.0,3.0,11.0,,5.0,93.0,115.0,36.0,14.0,1.0,5.0,2.0,2.0,1.0,1.0,2.0,1.0,11.0,10.0,16.0,3.0,3.0,27.0,,2.4743,107.0,,,0.0,97.0,13.0,3.0,2.0,1.0,1.0,1.0,29.0,32.0,6.0,47.0,3.0,8.0,16.0,4.0,3.0,2.0,115.0,3.0,11.0,93.0,520.0,8.0,1.0,36.0,4.0,276.0,32.0,2.0,8.0,2.0,1.0,4.0,5.0,1.54546,14.0,334.0,41.0,1.0,3.0,97032,6.0,187.0,2.0,4.0,,207.0,6.0,,9.0,8.0,45.0,,3.0,7.0,1.0,17.0,4.0,7.0,2.0,45.0,292.0,10.0,8.0,18.0,1.0,47.0,2.0,,1.0,0.0,1.0,3.0,2.0,1.0,0.0,1.0,2.0,2.0,44.4,12.0,1.0,2.0,7.0,1.0,27.0,3.0,355.0,4.0,10.0,14.0,8.0,24.0,1.0,6.0,159.0,7.0,3.0,8.0,67.0,14.0,1.0,2.0,8.0,16.0,11.0,5.0,12.0,2.389,2.0,9.0,3.0,1.0,1.0,,1.0,,,2.0,3.0,1.0,1.0,,,1.0,,1.0,1.0,,1.0,,,2.0,,,34.31,104670.63,,,1.0,,,,1.0,,2.0,,,1.0,,1.0,,,,,2.0,2.0,,,,,,,,,,,,,2.0,,,,,,,,,0.0579,,,,,
37,2444833,2025-05-19 20:00:00,"American Express Stadium, Falmer",31611,Away,Liverpool,Brighton and Hove Albion,2,3,L,2,1,0,0,,3.0,1.0,41.0,4.0,3.0,1.493,22.0,24.0,6.0,9.0,12.0,9.0,1.0,,143.0,1.0,1.0,8.0,2.0,4.0,14.0,2.0,5.0,138.0,109.0,30.0,18.0,4.0,10.0,2.0,2.0,5.0,1.0,2.0,1.0,7.0,2.0,24.0,3.0,10.0,24.0,,3.982,140.0,,,0.0,89.0,8.0,6.0,2.0,2.0,1.0,,46.0,48.0,10.0,76.0,2.0,4.0,13.0,6.0,2.0,1.0,109.0,3.0,17.0,115.0,661.0,12.0,2.0,45.0,8.0,386.0,17.0,2.0,10.0,2.0,0.0,4.0,4.0,1.53538,15.0,441.0,36.0,,1.0,441428,5.0,272.0,2.0,2.0,,296.0,4.0,4.0,7.0,14.0,53.0,,,5.0,1.0,12.0,8.0,13.0,1.0,48.0,411.0,9.0,8.0,16.0,,50.0,2.0,1.0,,0.0,3.0,5.0,2.0,,0.0,,1.0,,50.8,15.0,,2.0,6.0,7.0,34.0,3.0,472.0,8.0,12.0,15.0,6.0,19.0,1.0,5.0,183.0,9.0,10.0,4.0,66.0,13.0,,2.0,10.0,9.0,16.0,4.0,23.0,2.235,2.0,7.0,3.0,,1.0,,1.0,,,2.0,1.0,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,1.0,35.47,112639.81,1.0,1.0,,1.0,,,1.0,,3.0,,1.0,,,1.0,,,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,0.079,,,,,
38,2444843,2025-05-25 16:00:00,"Anfield, Liverpool",60382,Home,Liverpool,Crystal Palace,1,1,D,0,1,1,0,,1.0,1.0,62.0,1.0,3.0,1.4369,25.0,15.0,2.0,6.0,12.0,4.0,1.0,1.0,180.0,,5.0,6.0,1.0,4.0,13.0,,3.0,201.0,152.0,49.0,14.0,1.0,12.0,2.0,,1.0,1.0,2.0,1.0,35.0,9.0,15.0,8.0,4.0,38.0,1.0,2.3293,370.0,,,0.0,244.0,7.0,2.0,,1.0,,3.0,99.0,117.0,6.0,64.0,3.0,27.0,14.0,2.0,11.0,1.0,152.0,4.0,6.0,188.0,848.0,11.0,4.0,35.0,12.0,531.0,23.0,1.0,9.0,1.0,2.0,1.0,7.0,1.53771,16.0,614.0,98.0,2.0,,447203,9.0,184.0,3.0,13.0,2.0,193.0,3.0,,6.0,5.0,43.0,,3.0,10.0,1.0,17.0,2.0,5.0,2.0,49.0,549.0,10.0,8.0,8.0,4.0,61.0,,1.0,,0.0,,3.0,1.0,2.0,1.0,4.0,,4.0,68.8,16.0,3.0,3.0,10.0,4.0,41.0,11.0,633.0,12.0,10.0,18.0,7.0,54.0,1.0,5.0,475.0,4.0,3.0,14.0,182.0,26.0,,,9.0,19.0,10.0,5.0,14.0,2.1393,,6.0,11.0,,,,,,1.0,,1.0,,1.0,,,2.0,,2.0,,,2.0,2.0,,2.0,,2.0,34.54,104001.7,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
